seed,fold,model,nll,success,brier_12,brier_14,brier_16,brier_18,brier_20,mean_brier
20252911,0,weight_height_full,0.7546704490666456,True,0.35829297128577214,0.10221608613221511,0.07977593236401243,0.05630869273839542,0.05536487744467706,0.13039171199301444
20252911,1,bmi_only,0.8068353805529035,True,0.28053761352248413,0.12541587061524975,0.10557462860701157,0.05799836100796756,0.019821343290780415,0.1178695634086987
20252911,1,bmi_age_height,0.8190658094164982,True,0.2851109172854562,0.12472863250046003,0.10411775457400284,0.05573101939175094,0.019482617155142736,0.11783418818136256
20252911,1,bmi_full,1.1918392462503817,True,0.3092118100746965,0.13374879547764043,0.11045265098025844,0.060385149483417284,0.020516334609837223,0.12686294812517002
20252911,1,weight_height_full,1.1866860785051738,True,0.30941222602567503,0.1335491412218734,0.11029675828683237,0.06043810218063848,0.020463220333333792,0.12683188960967062
20252911,2,bmi_only,0.8365244606938099,True,0.37294645164745344,0.11562526832359053,0.09811002768242481,0.022138615150028292,0.020339021498396417,0.1258318768603787
20252911,2,bmi_age_height,0.8701744019766924,True,0.38016886577409054,0.11543913622159138,0.09647390238760528,0.024037628725016004,0.021643015141682233,0.1275525096499971
20252911,2,bmi_full,0.874242207399505,True,0.39118230876427657,0.11528905461504249,0.09601277510511436,0.023120558887389286,0.021162896360016312,0.12935351874636783
20252911,2,weight_height_full,0.8717684854861324,True,0.38823949962823173,0.11457430174207142,0.09542199576998782,0.023231071590368392,0.021230408545103115,0.1285394554551525
20252911,3,bmi_only,0.4871442416090761,True,0.19836810813159023,0.04735420616537514,0.03988318782964138,0.03600645389027973,0.03576411938385039,0.07147521508014737
20252911,3,bmi_age_height,0.49137023740947194,True,0.20447900889937998,0.04748941138729229,0.04001279743747857,0.03607526529903691,0.03583075544423108,0.07277744769348378
20252911,3,bmi_full,0.49049361088551474,True,0.20583255963187777,0.04728299082147487,0.03954184795952228,0.03565559381851372,0.035474141662541495,0.07275742677878602
20252911,3,weight_height_full,0.49036700278245576,True,0.20618585167474704,0.04708681668627556,0.039440428999501946,0.03560493437439214,0.035459637819481915,0.07275553391087972
20252911,4,bmi_only,0.5972388114818943,True,0.2444049461878303,0.06780212344561033,0.04543578786967968,0.006013373593434404,0.0030029120330609784,0.07333182862592313
20252911,4,bmi_age_height,0.5966676540908947,True,0.24587616725029104,0.06871638331102971,0.0459700863749841,0.005952958334823321,0.0029323524046825644,0.07388958953516216
20252911,4,bmi_full,0.5935995000498567,True,0.24206633069171493,0.06963307684494724,0.047049658650602094,0.007046783433755944,0.0035577705998505013,0.07387072404417414
20252911,4,weight_height_full,0.5944167907813869,True,0.24213135162524502,0.06976876613507486,0.04716983294462641,0.00701200187341887,0.003532476283392072,0.07392288577235145
20252912,0,bmi_only,0.696071782629822,True,0.2333191740806191,0.09533605487471619,0.05954283403759802,0.03866808413719992,0.019932260255116085,0.08935968147704985
