target,variant,seed,outer_fold,best_c,candidate_objectives,outer_train_records,outer_test_records,outer_train_women,outer_test_women,outer_train_qc_pass,outer_test_qc_pass
T18,group_class_weighted,21460860,1,1.0,"{""0.03"": 0.36792957644597357, ""0.1"": 0.37197107373852556, ""0.3"": 0.3736443892795759, ""1.0"": 0.37425646005648194, ""3.0"": 0.3734311414156941, ""10.0"": 0.37339386456284607}",455,150,111,36,381,130
T18,group_class_weighted,21460860,2,0.3,"{""0.03"": 0.2591118289190826, ""0.1"": 0.2715212932628078, ""0.3"": 0.2822002688011273, ""1.0"": 0.27801444838015515, ""3.0"": 0.27134742166564935, ""10.0"": 0.2652522220237332}",455,150,111,36,378,127
T18,group_class_weighted,21460860,3,0.3,"{""0.03"": 0.2596295804163999, ""0.1"": 0.2631619217897624, ""0.3"": 0.26535423880278947, ""1.0"": 0.26313449713069087, ""3.0"": 0.2610702825006266, ""10.0"": 0.2600415367043877}",454,151,112,35,383,124
T21,group_class_weighted,21460860,0,3.0,"{""0.03"": 0.203444831883282, ""0.1"": 0.21406746008372932, ""0.3"": 0.21749166965650277, ""1.0"": 0.2175820076583984, ""3.0"": 0.21772656563856857, ""10.0"": 0.21588734389605707}",451,154,110,37,373,123
T21,group_class_weighted,21460860,1,10.0,"{""0.03"": 0.14616633187790162, ""0.1"": 0.15107726026515797, ""0.3"": 0.15124785556734371, ""1.0"": 0.15171284298709084, ""3.0"": 0.152486711545414, ""10.0"": 0.15667560931790883}",453,152,110,37,379,131
T21,group_class_weighted,21460860,2,0.1,"{""0.03"": 0.24964133178492837, ""0.1"": 0.2502981568169667, ""0.3"": 0.22934733847795163, ""1.0"": 0.23479012977087133, ""3.0"": 0.23047107621491741, ""10.0"": 0.21756123953247455}",456,149,111,36,380,126
T21,group_class_weighted,21460860,3,10.0,"{""0.03"": 0.10397185089662939, ""0.1"": 0.10602370496608617, ""0.3"": 0.11255393984437527, ""1.0"": 0.11924274360039397, ""3.0"": 0.12110967888635453, ""10.0"": 0.12343005159016873}",455,150,110,37,380,123
T13,unweighted,21560863,0,0.03,"{""0.03"": 0.22851964844700012, ""0.1"": 0.212466090949349, ""0.3"": 0.205333081281994, ""1.0"": 0.20189087830167657, ""3.0"": 0.19910861229018256, ""10.0"": 0.16736326803624113}",455,150,108,39,375,126
T13,unweighted,21560863,1,0.3,"{""0.03"": 0.3577602079493931, ""0.1"": 0.41318791640258945, ""0.3"": 0.4507310759439518, ""1.0"": 0.4430785138675888, ""3.0"": 0.4457722710804653, ""10.0"": 0.43822367357407455}",451,154,111,36,375,130
T13,unweighted,21560863,2,3.0,"{""0.03"": 0.27700693075719407, ""0.1"": 0.27543412625566405, ""0.3"": 0.29318109268108117, ""1.0"": 0.30629223348638257, ""3.0"": 0.31071742175458356, ""10.0"": 0.30607479519326025}",456,149,111,36,382,122
T13,unweighted,21560863,3,0.03,"{""0.03"": 0.2604127397214496, ""0.1"": 0.24242669611884626, ""0.3"": 0.23897661095755582, ""1.0"": 0.23731886446272132, ""3.0"": 0.23522158805559673, ""10.0"": 0.20748997350377052}",453,152,111,36,379,123
T18,unweighted,21560863,0,0.03,"{""0.03"": 0.25875142120802863, ""0.1"": 0.2548371252581651, ""0.3"": 0.24880316239986489, ""1.0"": 0.2472303257749508, ""3.0"": 0.24832793025476851, ""10.0"": 0.24877813265548654}",452,153,109,38,373,125
T18,unweighted,21560863,1,3.0,"{""0.03"": 0.26660449080207577, ""0.1"": 0.2789020733433298, ""0.3"": 0.2901502667442341, ""1.0"": 0.295488010671545, ""3.0"": 0.29788444919939705, ""10.0"": 0.29473559116579967}",456,149,112,35,381,126
T18,unweighted,21560863,2,0.3,"{""0.03"": 0.27771431734713015, ""0.1"": 0.28666368488478206, ""0.3"": 0.2894344234150701, ""1.0"": 0.28717428423166536, ""3.0"": 0.28777673460104614, ""10.0"": 0.2867291613627413}",455,150,110,37,377,123
T18,unweighted,21560863,3,3.0,"{""0.03"": 0.36139461185147703, ""0.1"": 0.3652645771710657, ""0.3"": 0.38510741714221375, ""1.0"": 0.38562617202862814, ""3.0"": 0.3856936484095897, ""10.0"": 0.38462269820236383}",452,153,110,37,378,129
T21,unweighted,21560863,0,10.0,"{""0.03"": 0.14895444764293045, ""0.1"": 0.15826358385855355, ""0.3"": 0.16813154791058385, ""1.0"": 0.17498596072629308, ""3.0"": 0.17915661847112963, ""10.0"": 0.1847160299349723}",454,151,110,37,376,120
T21,unweighted,21560863,1,0.3,"{""0.03"": 0.16901264991750165, ""0.1"": 0.1824626094973625, ""0.3"": 0.1858997808511758, ""1.0"": 0.1857234043929408, ""3.0"": 0.18292753264711092, ""10.0"": 0.1776525299140772}",454,151,111,36,378,127
T21,unweighted,21560863,2,10.0,"{""0.03"": 0.06083275960343985, ""0.1"": 0.05662824495027743, ""0.3"": 0.057376907561159964, ""1.0"": 0.061155571260747235, ""3.0"": 0.06551031367403108, ""10.0"": 0.06891700252323531}",452,153,110,37,377,136
T21,unweighted,21560863,3,0.03,"{""0.03"": 0.1564588129261379, ""0.1"": 0.14523262053675448, ""0.3"": 0.13728844559207756, ""1.0"": 0.13462086361400563, ""3.0"": 0.1339535381366534, ""10.0"": 0.13333727946763024}",455,150,110,37,383,116
T13,group_class_weighted,21560863,0,0.03,"{""0.03"": 0.19128059783756607, ""0.1"": 0.18628112024890692, ""0.3"": 0.18326916640791302, ""1.0"": 0.15161128149153985, ""3.0"": 0.14810464935898637, ""10.0"": 0.1459653789295099}",455,150,108,39,375,126
T13,group_class_weighted,21560863,1,0.1,"{""0.03"": 0.44200214729952414, ""0.1"": 0.4434977138674265, ""0.3"": 0.4366532554392025, ""1.0"": 0.4357626925056823, ""3.0"": 0.42756161392192765, ""10.0"": 0.4158411315599433}",451,154,111,36,375,130
T13,group_class_weighted,21560863,2,10.0,"{""0.03"": 0.2947485764263823, ""0.1"": 0.30351339450153053, ""0.3"": 0.3083119415689328, ""1.0"": 0.3138780231062902, ""3.0"": 0.3143205210988428, ""10.0"": 0.31463768222309507}",456,149,111,36,382,122
T13,group_class_weighted,21560863,3,0.03,"{""0.03"": 0.22627656589810835, ""0.1"": 0.22269751719518993, ""0.3"": 0.22444015170294407, ""1.0"": 0.2248078966231633, ""3.0"": 0.19978482536211456, ""10.0"": 0.20121948010804838}",453,152,111,36,379,123
T18,group_class_weighted,21560863,0,0.03,"{""0.03"": 0.2567060754919879, ""0.1"": 0.2562961696285563, ""0.3"": 0.25539947843624755, ""1.0"": 0.2521117730871043, ""3.0"": 0.251479467079877, ""10.0"": 0.2498486453794739}",452,153,109,38,373,125
T18,group_class_weighted,21560863,1,0.3,"{""0.03"": 0.29442978115047325, ""0.1"": 0.3190784948414019, ""0.3"": 0.3252907542366292, ""1.0"": 0.3238793513314995, ""3.0"": 0.32209537642276326, ""10.0"": 0.3197454468091062}",456,149,112,35,381,126
T18,group_class_weighted,21560863,2,3.0,"{""0.03"": 0.2965386197093987, ""0.1"": 0.3282229854156735, ""0.3"": 0.3319123058997447, ""1.0"": 0.34639682452264264, ""3.0"": 0.35449727207672743, ""10.0"": 0.3537989593873987}",455,150,110,37,377,123
T18,group_class_weighted,21560863,3,1.0,"{""0.03"": 0.37436012202203084, ""0.1"": 0.37672654805336414, ""0.3"": 0.3794623273216613, ""1.0"": 0.3824891729327924, ""3.0"": 0.381313854647537, ""10.0"": 0.37916594966867245}",452,153,110,37,378,129
T21,group_class_weighted,21560863,0,10.0,"{""0.03"": 0.13994860400127274, ""0.1"": 0.14321808872960745, ""0.3"": 0.14734233411637218, ""1.0"": 0.15163415881184478, ""3.0"": 0.15633322077342382, ""10.0"": 0.1637790513365523}",454,151,110,37,376,120
T21,group_class_weighted,21560863,1,0.03,"{""0.03"": 0.17395944590387716, ""0.1"": 0.16997133912427856, ""0.3"": 0.16796052064121184, ""1.0"": 0.16398066101780126, ""3.0"": 0.16319618352897405, ""10.0"": 0.15881679192633}",454,151,111,36,378,127
T21,group_class_weighted,21560863,2,10.0,"{""0.03"": 0.07740522673822939, ""0.1"": 0.08191906368225718, ""0.3"": 0.085074288941073, ""1.0"": 0.08635188956820788, ""3.0"": 0.08778153717721641, ""10.0"": 0.09036893790910988}",452,153,110,37,377,136
T21,group_class_weighted,21560863,3,0.03,"{""0.03"": 0.1419541429739904, ""0.1"": 0.1370673632131859, ""0.3"": 0.13131308605878392, ""1.0"": 0.12715811729352405, ""3.0"": 0.1258195292470251, ""10.0"": 0.12451181586618416}",455,150,110,37,383,116
T13,unweighted,21660866,0,0.1,"{""0.03"": 0.17659012807320398, ""0.1"": 0.2004125447545798, ""0.3"": 0.18901362766013075, ""1.0"": 0.18321310614797925, ""3.0"": 0.1515201729626805, ""10.0"": 0.15101867963536383}",451,154,109,38,373,119
T13,unweighted,21660866,1,1.0,"{""0.03"": 0.16805111112367863, ""0.1"": 0.1778139394004775, ""0.3"": 0.19356516189329356, ""1.0"": 0.21718963252719997, ""3.0"": 0.21658493475285281, ""10.0"": 0.2158494974742472}",454,151,111,36,380,112
T13,unweighted,21660866,2,1.0,"{""0.03"": 0.1999050584955282, ""0.1"": 0.2025011097236717, ""0.3"": 0.20491468000352897, ""1.0"": 0.20515779659483963, ""3.0"": 0.20452537450355832, ""10.0"": 0.20367049582693958}",454,151,110,37,379,133
T13,unweighted,21660866,3,1.0,"{""0.03"": 0.3624509298589843, ""0.1"": 0.38146131350118284, ""0.3"": 0.3914449521210814, ""1.0"": 0.39497629793322264, ""3.0"": 0.3929770017553712, ""10.0"": 0.39194680773633533}",456,149,111,36,382,132
T18,unweighted,21660866,0,3.0,"{""0.03"": 0.208853071058335, ""0.1"": 0.22315325445779838, ""0.3"": 0.2339464961778467, ""1.0"": 0.2390229782886351, ""3.0"": 0.23987121037753803, ""10.0"": 0.2395824222279323}",455,150,111,36,379,122
T18,unweighted,21660866,1,0.03,"{""0.03"": 0.3655809423353542, ""0.1"": 0.3653765538425316, ""0.3"": 0.36553525396371145, ""1.0"": 0.3622974595822752, ""3.0"": 0.36293558804318216, ""10.0"": 0.36382261967913043}",457,148,111,36,383,126
T18,unweighted,21660866,2,10.0,"{""0.03"": 0.3212441022673259, ""0.1"": 0.322577992716905, ""0.3"": 0.3275141173417502, ""1.0"": 0.3321682364613132, ""3.0"": 0.33296642271771515, ""10.0"": 0.3331689343194867}",453,152,110,37,377,127
T18,unweighted,21660866,3,0.03,"{""0.03"": 0.2960276922219165, ""0.1"": 0.295000643402699, ""0.3"": 0.29328859844214944, ""1.0"": 0.29217109420893755, ""3.0"": 0.29159383787337534, ""10.0"": 0.29055620319210257}",450,155,109,38,373,126
T21,unweighted,21660866,0,10.0,"{""0.03"": 0.2869401210698632, ""0.1"": 0.3438095130407107, ""0.3"": 0.39280972709474427, ""1.0"": 0.39980745886631686, ""3.0"": 0.4002608419816208, ""10.0"": 0.40467783248607925}",455,150,111,36,374,118
T21,unweighted,21660866,1,1.0,"{""0.03"": 0.1661141181168915, ""0.1"": 0.17713816289209505, ""0.3"": 0.18212614787342285, ""1.0"": 0.18586614551074165, ""3.0"": 0.18514890514346763, ""10.0"": 0.17824221916425018}",454,151,111,36,378,122
T21,unweighted,21660866,2,0.03,"{""0.03"": 0.1732091801891552, ""0.1"": 0.1703309308620329, ""0.3"": 0.16581557507927253, ""1.0"": 0.1583092171310127, ""3.0"": 0.15070841807577853, ""10.0"": 0.1442436592576779}",454,151,109,38,380,137
T21,unweighted,21660866,3,0.03,"{""0.03"": 0.19293726914399154, ""0.1"": 0.1876837212181543, ""0.3"": 0.1826945233025679, ""1.0"": 0.17721438842949527, ""3.0"": 0.1747939624172578, ""10.0"": 0.17051255468379856}",452,153,110,37,379,124
T13,group_class_weighted,21660866,0,0.03,"{""0.03"": 0.19493490300759192, ""0.1"": 0.1498850073052116, ""0.3"": 0.148665185776075, ""1.0"": 0.1492230046607088, ""3.0"": 0.1422093499053067, ""10.0"": 0.14349468649696692}",451,154,109,38,373,119
T13,group_class_weighted,21660866,1,1.0,"{""0.03"": 0.21925493557472248, ""0.1"": 0.2540635457711446, ""0.3"": 0.263191163435727, ""1.0"": 0.26465109254613994, ""3.0"": 0.263939044650798, ""10.0"": 0.2631895776304424}",454,151,111,36,380,112
T13,group_class_weighted,21660866,2,0.03,"{""0.03"": 0.22468655208119187, ""0.1"": 0.22315764933888388, ""0.3"": 0.2220636996894757, ""1.0"": 0.21943451639203848, ""3.0"": 0.215328704478989, ""10.0"": 0.21310739238175008}",454,151,110,37,379,133
T13,group_class_weighted,21660866,3,0.03,"{""0.03"": 0.39618229216531786, ""0.1"": 0.38517570992501227, ""0.3"": 0.3830540933591622, ""1.0"": 0.3773836193907888, ""3.0"": 0.3753937184921833, ""10.0"": 0.3723373468441725}",456,149,111,36,382,132
T18,group_class_weighted,21660866,0,0.3,"{""0.03"": 0.2532790651062875, ""0.1"": 0.27188163649253827, ""0.3"": 0.2813005796994405, ""1.0"": 0.27881645942990985, ""3.0"": 0.2771860766679268, ""10.0"": 0.27596765374323795}",455,150,111,36,379,122
T18,group_class_weighted,21660866,1,0.03,"{""0.03"": 0.33965637694608564, ""0.1"": 0.3366032919559486, ""0.3"": 0.33671079477550026, ""1.0"": 0.3355008253237776, ""3.0"": 0.33619684486181645, ""10.0"": 0.3363846997655875}",457,148,111,36,383,126
T18,group_class_weighted,21660866,2,0.03,"{""0.03"": 0.32334465619269653, ""0.1"": 0.320408224528838, ""0.3"": 0.3185307846049257, ""1.0"": 0.31875293307728736, ""3.0"": 0.3190396769483228, ""10.0"": 0.3184359987622057}",453,152,110,37,377,127
T18,group_class_weighted,21660866,3,0.1,"{""0.03"": 0.29558199230619997, ""0.1"": 0.2999492864490545, ""0.3"": 0.2998813035006873, ""1.0"": 0.29967421106284314, ""3.0"": 0.2987300605474562, ""10.0"": 0.29832765720921317}",450,155,109,38,373,126
T21,group_class_weighted,21660866,0,3.0,"{""0.03"": 0.38529506560898846, ""0.1"": 0.38089038978693696, ""0.3"": 0.38185276483558733, ""1.0"": 0.3771989275756903, ""3.0"": 0.3982155228573191, ""10.0"": 0.3966810622613013}",455,150,111,36,374,118
T21,group_class_weighted,21660866,1,10.0,"{""0.03"": 0.17355792332823605, ""0.1"": 0.17621610768814347, ""0.3"": 0.17952057881047134, ""1.0"": 0.17929389524054698, ""3.0"": 0.17772096173695684, ""10.0"": 0.17987799797154005}",454,151,111,36,378,122
T21,group_class_weighted,21660866,2,0.03,"{""0.03"": 0.12470654987431139, ""0.1"": 0.11884079597254861, ""0.3"": 0.11859795338290498, ""1.0"": 0.11904357370532653, ""3.0"": 0.12040044631796908, ""10.0"": 0.1209522455260891}",454,151,109,38,380,137
T21,group_class_weighted,21660866,3,0.03,"{""0.03"": 0.1900300877324292, ""0.1"": 0.18508182500850592, ""0.3"": 0.18363724180618088, ""1.0"": 0.17869280249277286, ""3.0"": 0.1757262791688687, ""10.0"": 0.1743151822973405}",452,153,110,37,379,124
T13,unweighted,21760869,0,3.0,"{""0.03"": 0.11367503770213493, ""0.1"": 0.11250228872799578, ""0.3"": 0.11454262352302857, ""1.0"": 0.1168937276908222, ""3.0"": 0.11736056008714335, ""10.0"": 0.11697385717985116}",451,154,111,36,371,121
T13,unweighted,21760869,1,10.0,"{""0.03"": 0.20976076094612642, ""0.1"": 0.20916091147666857, ""0.3"": 0.21329811743117771, ""1.0"": 0.2184205824860934, ""3.0"": 0.22362941692536978, ""10.0"": 0.22829206031682198}",456,149,109,38,380,130
T13,unweighted,21760869,2,0.03,"{""0.03"": 0.38296044188484546, ""0.1"": 0.3728491579900508, ""0.3"": 0.37940021966544357, ""1.0"": 0.37494008250716543, ""3.0"": 0.35895608370592946, ""10.0"": 0.3503540158426321}",457,148,111,36,381,124
T13,unweighted,21760869,3,3.0,"{""0.03"": 0.17078513716014898, ""0.1"": 0.18789696084258836, ""0.3"": 0.19615406405788127, ""1.0"": 0.20477242545550095, ""3.0"": 0.20995616688955165, ""10.0"": 0.20905367418691656}",451,154,110,37,379,126
T18,unweighted,21760869,0,0.03,"{""0.03"": 0.29438089778020343, ""0.1"": 0.2910361444567273, ""0.3"": 0.29065687459884504, ""1.0"": 0.29009227437273294, ""3.0"": 0.2908836555671813, ""10.0"": 0.2909193427970196}",453,152,110,37,377,112
T18,unweighted,21760869,1,0.03,"{""0.03"": 0.23038906512797774, ""0.1"": 0.2274580945435022, ""0.3"": 0.22615756937486975, ""1.0"": 0.22194917280167056, ""3.0"": 0.21844884148228066, ""10.0"": 0.21575047592523647}",454,151,111,36,379,134
T18,unweighted,21760869,2,1.0,"{""0.03"": 0.25817223339880624, ""0.1"": 0.2759951983579658, ""0.3"": 0.2847342818936917, ""1.0"": 0.2878371518181111, ""3.0"": 0.287730006835095, ""10.0"": 0.28736532528622744}",454,151,109,38,378,132
T18,unweighted,21760869,3,0.03,"{""0.03"": 0.33544851996444924, ""0.1"": 0.3291474950390353, ""0.3"": 0.3267331836140988, ""1.0"": 0.32483979370329563, ""3.0"": 0.32078006926366553, ""10.0"": 0.3217961718847199}",454,151,111,36,378,122
T21,unweighted,21760869,0,1.0,"{""0.03"": 0.23003793178281068, ""0.1"": 0.23777824577796172, ""0.3"": 0.24112503171284272, ""1.0"": 0.2436287913160397, ""3.0"": 0.24152897329108391, ""10.0"": 0.23922016496914633}",454,151,110,37,376,123
T21,unweighted,21760869,1,1.0,"{""0.03"": 0.2225180302851367, ""0.1"": 0.24493053383663488, ""0.3"": 0.2707453356882533, ""1.0"": 0.27781946806818586, ""3.0"": 0.2680694621733179, ""10.0"": 0.2504635012898315}",454,151,111,36,379,134
T21,unweighted,21760869,2,3.0,"{""0.03"": 0.19319304466750417, ""0.1"": 0.19396526449136167, ""0.3"": 0.19339348725918482, ""1.0"": 0.19430868936247675, ""3.0"": 0.19572779936892903, ""10.0"": 0.19480240390477935}",452,153,110,37,377,128
T21,unweighted,21760869,3,10.0,"{""0.03"": 0.1691608745955616, ""0.1"": 0.18280494769037972, ""0.3"": 0.18814766808166522, ""1.0"": 0.19297249932372912, ""3.0"": 0.19279317506287924, ""10.0"": 0.19431671097433478}",455,150,110,37,381,118
T13,group_class_weighted,21760869,0,1.0,"{""0.03"": 0.10905184465516465, ""0.1"": 0.11158987030596859, ""0.3"": 0.11317456858499605, ""1.0"": 0.11325636301937705, ""3.0"": 0.11155358862210021, ""10.0"": 0.11072360709356599}",451,154,111,36,371,121
T13,group_class_weighted,21760869,1,3.0,"{""0.03"": 0.2111189499783155, ""0.1"": 0.21894559543715586, ""0.3"": 0.2229167677113074, ""1.0"": 0.2257042921826084, ""3.0"": 0.22733392423735757, ""10.0"": 0.22712944702243382}",456,149,109,38,380,130
T13,group_class_weighted,21760869,2,0.03,"{""0.03"": 0.34335674631628943, ""0.1"": 0.33603215464334557, ""0.3"": 0.32263788187438647, ""1.0"": 0.2942604870197365, ""3.0"": 0.288669337634478, ""10.0"": 0.28559254750083213}",457,148,111,36,381,124
T13,group_class_weighted,21760869,3,1.0,"{""0.03"": 0.24951329097379218, ""0.1"": 0.2756925348170671, ""0.3"": 0.28336752415649524, ""1.0"": 0.2939313020137461, ""3.0"": 0.28984530096511507, ""10.0"": 0.28013395396883234}",451,154,110,37,379,126
T18,group_class_weighted,21760869,0,0.03,"{""0.03"": 0.2969193808467716, ""0.1"": 0.2906139742614762, ""0.3"": 0.292717265402976, ""1.0"": 0.2940393406332345, ""3.0"": 0.2925869742085635, ""10.0"": 0.29295972945598114}",453,152,110,37,377,112
T18,group_class_weighted,21760869,1,0.1,"{""0.03"": 0.24764561105023863, ""0.1"": 0.24821968158626356, ""0.3"": 0.24602713296404072, ""1.0"": 0.2409438665420725, ""3.0"": 0.2235452793659371, ""10.0"": 0.21871413615004964}",454,151,111,36,379,134
T18,group_class_weighted,21760869,2,10.0,"{""0.03"": 0.32364925627769614, ""0.1"": 0.343124606484126, ""0.3"": 0.3432961579985817, ""1.0"": 0.34141762582097673, ""3.0"": 0.3407212775587215, ""10.0"": 0.346366636870858}",454,151,109,38,378,132
T18,group_class_weighted,21760869,3,0.1,"{""0.03"": 0.3413091522246085, ""0.1"": 0.35026373549478146, ""0.3"": 0.3484053323319968, ""1.0"": 0.3465967623284345, ""3.0"": 0.34093851515191964, ""10.0"": 0.33730875553042594}",454,151,111,36,378,122
T21,group_class_weighted,21760869,0,0.03,"{""0.03"": 0.21818358620252395, ""0.1"": 0.21564501980863776, ""0.3"": 0.21673263298419337, ""1.0"": 0.21606191916639195, ""3.0"": 0.21444810914204698, ""10.0"": 0.2118428933784268}",454,151,110,37,376,123
T21,group_class_weighted,21760869,1,0.1,"{""0.03"": 0.21317454307935868, ""0.1"": 0.21325578394503641, ""0.3"": 0.2076924566740001, ""1.0"": 0.1944349428913065, ""3.0"": 0.18200947963543546, ""10.0"": 0.17121821969441836}",454,151,111,36,379,134
T21,group_class_weighted,21760869,2,1.0,"{""0.03"": 0.17863712181518202, ""0.1"": 0.17839813355338535, ""0.3"": 0.17825238760246556, ""1.0"": 0.1799237141267136, ""3.0"": 0.1794130978631041, ""10.0"": 0.1777817902464983}",452,153,110,37,377,128
T21,group_class_weighted,21760869,3,0.3,"{""0.03"": 0.2138644711516028, ""0.1"": 0.2166976311542792, ""0.3"": 0.21797707440703804, ""1.0"": 0.21719764587931062, ""3.0"": 0.2113500119276134, ""10.0"": 0.20379685535816208}",455,150,110,37,381,118
T13,unweighted,21860872,0,10.0,"{""0.03"": 0.1445610946843941, ""0.1"": 0.14700739447503428, ""0.3"": 0.1478010319500674, ""1.0"": 0.14863825268078948, ""3.0"": 0.1491624814151211, ""10.0"": 0.1497454343643481}",455,150,110,37,377,125
T13,unweighted,21860872,1,10.0,"{""0.03"": 0.26836363286029524, ""0.1"": 0.28102665499185964, ""0.3"": 0.27565465715040216, ""1.0"": 0.28606028978710873, ""3.0"": 0.2860657471945145, ""10.0"": 0.3044620123739696}",456,149,110,37,382,134
T13,unweighted,21860872,2,0.1,"{""0.03"": 0.18157472525582036, ""0.1"": 0.18482116929367629, ""0.3"": 0.1840316663428473, ""1.0"": 0.1841254721867717, ""3.0"": 0.18233732508695985, ""10.0"": 0.17778453151654333}",451,154,110,37,376,124
T13,unweighted,21860872,3,10.0,"{""0.03"": 0.2952206879259071, ""0.1"": 0.29507610618956254, ""0.3"": 0.3016233410885599, ""1.0"": 0.3050500317185169, ""3.0"": 0.30545076572396984, ""10.0"": 0.3057410859114985}",453,152,111,36,380,115
T18,unweighted,21860872,0,0.03,"{""0.03"": 0.19550755967803263, ""0.1"": 0.19187706674411467, ""0.3"": 0.18911507214070217, ""1.0"": 0.1880211017665364, ""3.0"": 0.18707616693844403, ""10.0"": 0.18703277572243712}",450,155,110,37,373,129
T18,unweighted,21860872,1,0.1,"{""0.03"": 0.24620513262867702, ""0.1"": 0.248123759614509, ""0.3"": 0.2468809316410732, ""1.0"": 0.24654429159320485, ""3.0"": 0.24673431811033897, ""10.0"": 0.24412976033494366}",458,147,109,38,379,123
T18,unweighted,21860872,2,1.0,"{""0.03"": 0.2590308095794147, ""0.1"": 0.26189295000916923, ""0.3"": 0.26433006970247125, ""1.0"": 0.264912790586558, ""3.0"": 0.2632826957614021, ""10.0"": 0.25947496976640105}",452,153,111,36,378,123
T18,unweighted,21860872,3,0.3,"{""0.03"": 0.20776961021246546, ""0.1"": 0.2372214552696146, ""0.3"": 0.26913327842269646, ""1.0"": 0.25985457628233327, ""3.0"": 0.2620916890503169, ""10.0"": 0.2622535633666667}",455,150,111,36,379,125
T21,unweighted,21860872,0,10.0,"{""0.03"": 0.22069275211603154, ""0.1"": 0.27679672087150003, ""0.3"": 0.3145858004470379, ""1.0"": 0.3664320931150413, ""3.0"": 0.3697166401449552, ""10.0"": 0.3715114039077444}",456,149,112,35,378,113
T21,unweighted,21860872,1,10.0,"{""0.03"": 0.10309603980747231, ""0.1"": 0.10398506476242554, ""0.3"": 0.10628486596650207, ""1.0"": 0.10692625644372439, ""3.0"": 0.10904177046099747, ""10.0"": 0.11114267830291161}",451,154,110,37,375,136
T21,unweighted,21860872,2,10.0,"{""0.03"": 0.13666653002391643, ""0.1"": 0.13828830985574495, ""0.3"": 0.13885299516137625, ""1.0"": 0.13917777497332365, ""3.0"": 0.13991475378113538, ""10.0"": 0.14477722751822014}",455,150,111,36,381,116
T21,unweighted,21860872,3,3.0,"{""0.03"": 0.09944460573536593, ""0.1"": 0.10795399307977685, ""0.3"": 0.11728559753441158, ""1.0"": 0.12655763436975662, ""3.0"": 0.13019407200419975, ""10.0"": 0.12998310446702951}",453,152,108,39,378,135
T13,group_class_weighted,21860872,0,10.0,"{""0.03"": 0.14195423950437983, ""0.1"": 0.14224591860206395, ""0.3"": 0.14410224601285734, ""1.0"": 0.14436589718249138, ""3.0"": 0.14466264876368276, ""10.0"": 0.14484371715289107}",455,150,110,37,377,125
T13,group_class_weighted,21860872,1,1.0,"{""0.03"": 0.2816244701187662, ""0.1"": 0.2929830602316097, ""0.3"": 0.29526349896711723, ""1.0"": 0.29653636212294127, ""3.0"": 0.2923143123641686, ""10.0"": 0.2660269559395381}",456,149,110,37,382,134
T13,group_class_weighted,21860872,2,0.03,"{""0.03"": 0.1816840967197945, ""0.1"": 0.17932789201881463, ""0.3"": 0.178156139314039, ""1.0"": 0.1761128291711641, ""3.0"": 0.1732342676731467, ""10.0"": 0.16834624989405683}",451,154,110,37,376,124
T13,group_class_weighted,21860872,3,0.3,"{""0.03"": 0.37040648691335254, ""0.1"": 0.3987940274193627, ""0.3"": 0.41794348167830525, ""1.0"": 0.4018005294671715, ""3.0"": 0.3788899931281915, ""10.0"": 0.3793307928773173}",453,152,111,36,380,115
T18,group_class_weighted,21860872,0,0.03,"{""0.03"": 0.17114342888189973, ""0.1"": 0.16779194245916573, ""0.3"": 0.1656200634982898, ""1.0"": 0.16528077421618725, ""3.0"": 0.1649179854962353, ""10.0"": 0.16454625685464508}",450,155,110,37,373,129
T18,group_class_weighted,21860872,1,0.03,"{""0.03"": 0.27817575025748204, ""0.1"": 0.27755857528793465, ""0.3"": 0.2771747550641617, ""1.0"": 0.2760001112674343, ""3.0"": 0.27449463168625887, ""10.0"": 0.27157748419553673}",458,147,109,38,379,123
T18,group_class_weighted,21860872,2,0.03,"{""0.03"": 0.34490413162550404, ""0.1"": 0.3428397038503587, ""0.3"": 0.3413143221692383, ""1.0"": 0.3381765343899661, ""3.0"": 0.33361270004486376, ""10.0"": 0.32956985628362084}",452,153,111,36,378,123
T18,group_class_weighted,21860872,3,1.0,"{""0.03"": 0.2909893100133298, ""0.1"": 0.35089142283223007, ""0.3"": 0.3528557921976667, ""1.0"": 0.36675856399911844, ""3.0"": 0.36509450101699514, ""10.0"": 0.36434285086490714}",455,150,111,36,379,125
T21,group_class_weighted,21860872,0,3.0,"{""0.03"": 0.34083267895385383, ""0.1"": 0.3425165527648143, ""0.3"": 0.34450899421012593, ""1.0"": 0.3908143920251087, ""3.0"": 0.39117373348992046, ""10.0"": 0.3894272585184698}",456,149,112,35,378,113
T21,group_class_weighted,21860872,1,10.0,"{""0.03"": 0.11909015788096432, ""0.1"": 0.11843860271442953, ""0.3"": 0.1185898415242013, ""1.0"": 0.11976926993596183, ""3.0"": 0.12028009922973261, ""10.0"": 0.12301152438419562}",451,154,110,37,375,136
T21,group_class_weighted,21860872,2,10.0,"{""0.03"": 0.16414917389840486, ""0.1"": 0.17012382928375988, ""0.3"": 0.1763080693644245, ""1.0"": 0.18170761149639417, ""3.0"": 0.18315807306336945, ""10.0"": 0.1881024554140508}",455,150,111,36,381,116
