target,variant,model,n_features,roc_auc_w,pr_auc_w,precision_w,recall_w,specificity_w,npv_w,f1_w,balanced_accuracy_w,mcc_w,accuracy_w,brier_w,logloss_w,precision_raw,recall_raw,f1_raw,accuracy_raw,predicted_positive,n,positive,seed,mean_threshold,sd_threshold,mean_inner_f1
T21,engineered,elastic,64,0.42922826118446,0.09198741028302902,0.02281765434513338,0.23809523809523803,0.7513024722083951,0.9758625891683368,0.04164435718960091,0.49469885515181655,-0.003740647082905071,0.7390832523485584,0.12862304393601806,0.4156069105118606,0.02,0.23076923076923078,0.03680981595092025,0.740495867768595,150,605,13,20371947,0.3955228960566728,0.1930273386370969,0.06038422611634713
T21,longitudinal,elastic,157,0.40045404146947317,0.020506830265834212,0.0,0.0,0.8280736684917863,0.9713885320565221,0.0,0.41403683424589316,-0.07013604438936526,0.8083576287657921,0.07178500150625224,0.3156477485408865,0.0,0.0,0.0,0.8115702479338843,101,605,13,20260824,0.3651351251523157,0.36949391967366413,0.09128402168853296
T21,longitudinal,elastic,157,0.3371076188896015,0.018054146491365514,0.02081598667776859,0.23809523809523805,0.7268292682926826,0.9750701153007166,0.03828483920367545,0.4824622531939603,-0.012012368782816493,0.7151927437641724,0.07967595930652074,0.37720838140342605,0.01818181818181818,0.23076923076923078,0.033707865168539325,0.715702479338843,165,605,13,20273171,0.6386251698656334,0.4111480096695519,0.12012899202902433
T21,longitudinal,elastic,157,0.30198603638125915,0.017265280685600654,0.0,0.0,0.9831591173054588,0.9757925072046109,0.0,0.4915795586527294,-0.020190976858394574,0.9597505668934243,0.08561644447851313,0.4173278463449967,0.0,0.0,0.0,0.9636363636363636,9,605,13,20285518,0.9004519178229354,0.17215463867707262,0.14745408967786278
T21,longitudinal,elastic,157,0.3266734878233149,0.017998701349610593,0.021896608495225612,0.45238095238095233,0.5071345611415299,0.9743385400063753,0.0417713567839197,0.4797577567612411,-0.012345771728684701,0.5058309037900875,0.0768833454777404,0.40472883188515724,0.020066889632107024,0.46153846153846156,0.038461538461538464,0.5041322314049587,299,605,13,20297865,0.26631722878848635,0.4222116677351127,0.07793728005546438
T21,longitudinal,elastic,157,0.47882807788233506,0.0257124502911917,0.02150537634408607,0.23809523809523805,0.7357723577235769,0.9753656658968436,0.03944773175542415,0.48693379790940744,-0.009042521154295996,0.7239229024943312,0.08830115175710973,0.42750658992133334,0.01875,0.23076923076923078,0.03468208092485549,0.7239669421487603,160,605,13,20310212,0.7334674322334805,0.4256393835906813,0.12893059923302244
T21,longitudinal,elastic,157,0.35591109846958646,0.0193554852864342,0.010482180293501063,0.07142857142857141,0.8355400696864104,0.9736094194072268,0.018281535648994537,0.4534843205574909,-0.03847050945241165,0.8173469387755103,0.08339449763196978,0.39570726844178694,0.01098901098901099,0.07692307692307693,0.019230769230769232,0.8314049586776859,91,605,13,20322559,0.7574855829620525,0.42272390807505295,0.13169720240381855
T21,longitudinal,elastic,157,0.3572965306912561,0.019033976482295878,0.023732470334412167,0.5238095238095238,0.474448315911731,0.97610513739546,0.04540763673890624,0.4991289198606274,-0.0005318960073103453,0.47562358276644,0.08288693312983492,0.3920449756920768,0.021806853582554516,0.5384615384615384,0.041916167664670656,0.47107438016528924,321,605,13,20334906,0.38026653763068774,0.4167650647544615,0.07854258342064006
T21,longitudinal,elastic,157,0.39671833890350733,0.01987086643828575,0.024060150375939983,0.7619047619047619,0.24622531939605166,0.9769585253456221,0.04664723032069996,0.5040650406504068,0.002877831898402821,0.2585034013605443,0.07929117345963074,0.35263590182908805,0.022026431718061675,0.7692307692307693,0.042826552462526764,0.2611570247933884,454,605,13,20347253,0.2479339516917568,0.4321704721273462,0.07739184055115764
T21,longitudinal,elastic,157,0.4652854482869427,0.04167385391694847,0.017411010391333245,0.42857142857142855,0.4100879376140703,0.9671310064172797,0.033462580336750515,0.41932968309274943,-0.04993997202234174,0.4105280207321024,0.09114486384459916,0.42100763998000473,0.017094017094017096,0.46153846153846156,0.03296703296703297,0.41818181818181815,351,605,13,20359600,0.2628809301865409,0.42256483042054555,0.07706681112911427
